"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
24.7,-0.022638,-0.0598344444444,0.796416358025
24.75,-0.0262395,-0.00447805555556,0.965904938272
24.8,-0.0231525,0.0520216666667,0.824364506173
24.85,-0.0197225,0.084035,0.528315277778
24.9,-0.014406,0.104329166667,0.205958796296
24.95,-0.008575,0.105758333333,-0.136882407407
25,-0.003087,0.0896563888889,-0.448334876543
25.05,0.001029,0.0578336111111,-0.683988580247
25.1,0.003087,0.0162925,-0.797845524691
25.15,0.002744,-0.0275352777778,-0.77175
25.2,0.0001715,-0.0666944444444,-0.604008179012
25.25,-0.004459,-0.0929911111111,-0.318386574074
25.3,-0.009947,-0.100136944444,0.0116979938272
25.35,-0.015092,-0.0909902777778,0.325267746914
25.4,-0.0197225,-0.0654558333333,0.582094290123
25.45,-0.0221235,-0.0282022222222,0.728980864198
25.5,-0.022638,0.0122908333333,0.752429783951
25.55,-0.020923,0.0524027777778,0.641007716049
25.6,-0.0169785,0.0821294444444,0.396302623457
25.65,-0.012005,0.0951825,0.0766986111111
25.7,-0.0066885,0.0896563888889,-0.244916820988
25.75,-0.002401,0.0680283333333,-0.506824845679
25.8,0.0005145,0.0357291666667,-0.683512191358
25.85,0.0015435,-0.00485916666667,-0.743378395062
25.9,0,-0.0446852777778,-0.656040432099
25.95,-0.0032585,-0.0761269444444,-0.432031790123
26,-0.008232,-0.0922288888889,-0.108140277778
26.05,-0.013377,-0.0875602777778,0.23237191358
26.1,-0.0176645,-0.0659322222222,0.505977932099
26.15,-0.0204085,-0.0328708333333,0.67657808642
26.2,-0.021266,0.00714583333333,0.713471759259
26.25,-0.019551,0.0443041666667,0.608666203704
26.3,-0.016464,0.0723158333333,0.392914969136
26.35,-0.0118335,0.0873697222222,0.0901962962963
26.4,-0.00686,0.0824152777778,-0.234700925926
26.45,-0.0029155,0.0609777777778,-0.495920833333
26.5,-0.000343,0.0285833333333,-0.654981790123
26.55,0.0001715,-0.0094325,-0.690340432099
26.6,-0.001372,-0.0454475,-0.598820833333
26.65,-0.0046305,-0.0743166666667,-0.386457253086
26.7,-0.0094325,-0.0880366666667,-0.0851677469136
26.75,-0.0142345,-0.0830822222222,0.225173148148
26.8,-0.0183505,-0.0627880555556,0.476230092593
26.85,-0.020923,-0.0318227777778,0.637302469136
26.9,-0.0217805,0.005145,0.691081481481
26.95,-0.0204085,0.0420175,0.626504320988
27,-0.0173215,0.0724111111111,0.447540895062
27.05,-0.012691,0.0907044444444,0.174887654321
